Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
RE-K-49C-3,2.5,8.99,,teal-ribbon-shaped-key-chain-1-key-chain-retail,<p>This teal ribbon heart key chain is a chunky teal ribbon  shaped charm on a sterling silver plated horseshoe style key ring. The charm is 1/2 inch tall with a 5 mm diameter opening.</p>,Title,Default Title,,,,,Teal Ribbon Shaped Key Chain,45.359237,500,'849228065428,Teal Ribbon Shaped Ovarian Cancer Awareness Key Chain,This Teal Ribbon Shaped Ovarian Cancer Key Chain makes a thoughtful gift for someone undergoing treatment. The key chain has a chunky teal ribbon on a silver ring.,lb,
RE-K-49E-1,2.5,8.99,,pink-ribbon-heart-keychain-1-keychain-retail,<p>This pink ribbon heart keychain has a chunky silver heart charm with a pink ribbon on it on a sterling silver plated horseshoe style key ring. The heart charm is 1/2 inch by 1/2 inch with a 5 mm diameter opening.</p>,Title,Default Title,,,,,Pink Ribbon Awareness Heart Keychain,45.359237,499,'849228053463,Pink Ribbon Heart Breast Cancer Awareness Keychain,This Pink Ribbon Heart Breast Cancer Awareness keychain is perfect to carry everyday to show your support for breast cancer awareness or makes a beautiful gift.,lb,
RE-K-49E-3,2.5,8.99,,teal-ribbon-heart-key-chain-1-key-chain-retail,<p>This teal ribbon heart key chain is a chunky silver heart charm with a teal ribbon on a sterling silver plated horseshoe style key ring. The charm is 1/2 inch by 1/2 inch with a 5 mm diameter opening.</p>,Title,Default Title,,,,,Teal Ribbon Heart Key Chain,45.359237,500,'849228060201,Heart Teal Ribbon Ovarian Cancer Awareness Key Chain,This Heart Teal Ribbon Ovarian Cancer Key Chain makes a thoughtful gift for someone undergoing treatment.,lb,
RE-K-82-1,2.5,8.99,,pink-ribbon-breast-cancer-together-keychain-1-keychain,"<p>This together pink ribbon keychain has a silver heart charm with the words ""We're In This Together"" and a pink ribbon on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the heart charm is 7/8 inch.</p>",Title,Default Title,,,,,Pink Ribbon Breast Cancer Together Keychain,45.359237,24,'849228084221,"Together Pink Ribbon Keychain, Breast Cancer Jewelry Gift Shop",Carry a Together Pink Ribbon keychain to show your support for breast cancer awareness. The pretty heart charm keychain also makes a beautiful gift.,lb,
RE-K-83,2.5,8.99,,i-love-you-to-the-moon-and-back-keychain-1-keychain-retail,"<p>This keychain has a silver heart charm that says ""I Love You To The Moon And Back"" with a moon and stars on it on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,I Love You To The Moon And Back Keychain,45.359237,495,'849228071283,"I Love You To The Moon And Back Keychain, Silver Jewelry Gifts",Give an I Love You To The Moon And Back keychain to someone special to show your love and support. The silver heart key ring is sure to be appreciated and cherished.,lb,
RE-K-84-1,2.5,8.99,,difference-pink-ribbon-keychain-1-keychain-retail,"<p>This pink ribbon keychain has a silver heart charm with the words ""Together We Can Make A Difference"" with a pink ribbon on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,Difference Pink Ribbon Keychain,45.359237,500,'849228062007,Difference Pink Ribbon Breast Cancer Awareness Keychain,This Difference Pink Ribbon Breast Cancer Awareness keychain is perfect to carry everyday to show your support for breast cancer awareness or makes a beautiful gift.,lb,
RE-K-86-1,2.5,8.99,,love-hope-cure-pink-ribbon-keychain-1-keychain-retail,"<p>This pink ribbon keychain has a silver heart with the words ""Love Hope Cure"" with a pink heart and a pink ribbon on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 7/8 inch by 7/8 inch.</p>",Title,Default Title,,,,,Love Hope Cure Pink Ribbon Keychain,45.359237,500,'8945091221717,"Love Hope Cure Pink Ribbon Keychain, Breast Cancer Gift Shop",This Love Hope Cure Pink Ribbon keychain is an inspirational keychain you can carry everyday to show your support for breast cancer awareness or makes a beautiful gift.,lb,
RE-K-86-4,2.5,8.99,,love-hope-cure-purple-ribbon-key-chain-1-key-chain-retail,"<p>This purple ribbon, horseshoe styled key chain is an incredible way to show support and raise awareness for your cause. This key chain features a silver, heart-shaped charm with the phrase ""Love Hope Cure."" The typography incorporates a purple heart in the word ""love"" and purple ribbon in the word ""hope."" The key ring is 1 1/2 inches in diameter, and the charm is 7/8 inch by 7/8 inch.</p>",Title,Default Title,,,,,Love Hope Cure Purple Ribbon Key Chain,45.359237,999,'8945091227047,,This Love Hope Cure Purple Ribbon Key Chain is an incredible way to show support and raise awareness for your cause.,lb,
RE-K-94-2,2.5,8.99,,heart-autism-puzzle-piece-key-chain-1-autism-key-chain-retail,<p>This autism key chain is a sterling silver plated heart charm with a cute puzzle piece design on a horseshoe style key ring. This key chain is 1 inch x 1 inch.</p>,Title,Default Title,,,,,Heart Autism Puzzle Piece Key Chain,45.359237,999,'849228048186,"Heart Autism Puzzle Piece Key Chain, Autism Awareness Gifts",Our heart autism puzzle piece key chain makes a great gift for a supporter of autism awareness. Give an autism awareness key chain to show your gratitude and help spread awareness.,lb,
RE-K-94-P,2.5,9.99,,multi-paw-print-heart-key-chain,"<p>This sterling silver plated key chain has a heart charm that†has black paw prints.†The charm is 3/4"" x 3/4"".</p>",Title,Default Title,,,,,Multi Paw Print Heart Key Chain,45.359237,999,'8945091239019,Multi Paw Print Heart Keychain,This multi paw print heart Keychain is sterling silver plated and makes a wonderful gift as it comes in a gift box.,lb,
RE-K-95-2,2.5,8.99,,autism-multicolored-puzzle-piece-heart-key-chain-1-autism-key-chain-retail,<p>This autism key chain is a sterling silver plated heart charm with a colorful design of interlocking puzzle pieces on a horseshoe style key ring. This key chain is 1 inch x 1 inch.</p>,Title,Default Title,,,,,Autism Multicolored Puzzle Piece Heart Key Chain,45.359237,999,'849228048209,Multicolored Heart Autism Puzzle Piece Key Chain,Our multicolored heart autism puzzle piece key chain makes a great gift for a supporter of autism awareness. Give an autism awareness key chain to show your gratitude and help spread awareness.,lb,
RE-K-97-1BS,2.5,8.99,,be-strong-pink-ribbon-awareness-keychain-1-keychain-retail,"<p>This Be Strong pink ribbon keychain has a silver heart charm with the words ""Be Strong"" and a pink ribbon on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the heart charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,Be Strong Pink Ribbon Awareness Keychain,45.359237,500,'849228084269,"Be Strong Pink Ribbon Keychain, Inspirational Jewelry Gifts",Give your favorite breast cancer warrior a Be Strong Pink Ribbon keychain. This inspirational breast cancer awareness jewelry is a true gift from the heart.,lb,
RE-K-97-1NGU,2.5,8.99,,never-give-up-pink-ribbon-keychain-1-keychain-retail,"<p>This inspirational pink breast cancer ribbon keychain has a silver heart charm with the words ""Never Give Up"" and a pink ribbon on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the heart charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,Never Give Up Pink Ribbon Keychain,45.359237,500,'849228084283,Never Give Up Breast Cancer Pink Ribbon Keychain,Show a loved one fighting breast cancer you are on her side with a Never Give Up Pink Ribbon keychain. Breast Cancer awareness jewelry makes a thoughtful gift.,lb,
RE-K-B05-1L,2.5,8.99,,live-laugh-love-pink-ribbon-keychain-1-keychain-retail,"<p>This live laugh love pink ribbon keychain has a silver heart charm with the words ""Live Laugh Love"" where the L's are pink ribbons on a sterling silver plated horseshoe style key ring. The ribbon charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,Live Laugh Love Pink Ribbon Keychain,45.359237,500,'849228055733,Live Laugh Love Pink Ribbon Breast Cancer Awareness Keychain,This Live Laugh Love Pink Ribbon Breast Cancer Awareness keychain is perfect to carry everyday to show your support for breast cancer awareness or makes a beautiful gift.,lb,
RE-K-B05-4L,2.5,8.99,,live-laugh-love-purple-ribbon-key-chain-1-key-chain-retail,"<p>This live laugh love purple ribbon key chain has a silver heart charm with the words ""Live Laugh Love"" where the L's are purple ribbons on a sterling silver plated horseshoe style key ring. The ribbon charm is 1 inch by 1 inch.</p>",Title,Default Title,,,,,Live Laugh Love Purple Ribbon Key Chain,45.359237,500,'849228055771,"Live Laugh Love Purple Ribbon Key Chain, Cancer Awareness Jewelry",This live laugh love purple ribbon key chain makes it easy to show your support for cancer awareness or other purple ribbon cause.,lb,
RE-K-B06-P,2.5,8.99,,you-had-me-at-woof-heart-key-chain,"<p>This sterling silver plated key chain has a heart charm that†has†a black paw print and says, ""You had Me At Woof"".†The charm is 3/4"" x 3/4"".</p>",Title,Default Title,,,,,You Had Me At Woof Heart Key Chain,45.359237,999,'8945091239033,You Had Me At Woof Heart Keychain,This You Had Me At Woof Heart Keychain is sterling silver plated and makes a wonderful gift as it comes in a gift box.,lb,
RE-K-B103-1,2.5,8.99,,silver-circle-pink-ribbon-keychain-1-keychain-retail,<p>This pretty pink ribbon keychain is a silver circle charm with a pink ribbon in the middle on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>,Title,Default Title,,,,,Silver Circle Pink Ribbon Keychain,45.359237,500,'849228068344,"Silver Circle Pink Ribbon Keychain, Breast Cancer Jewelry",Carry a Silver Circle Pink Ribbon keychain to show your support for breast cancer awareness. The pink cancer ribbon key ring also makes a nice gift for someone going through treatment.,lb,
RE-K-B47-1,4,15.99,,pink-ribbon-keychain-1-keychain-retail,<p>This pink ribbon keychain has one pink ribbon charm and two pink crystal charms on a horseshoe style key ring. Each sterling silver plated keychain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Pink Ribbon Awareness Keychain,45.359237,89,'849228032581,"Pink Ribbon Keychain, Breast Cancer Awareness Jewelry",This beautiful pink ribbon keychain would make a thoughtful gift for someone going through breast cancer treatment.,lb,
RE-K-B47-10,4,15.99,,blue-yellow-ribbon-key-chain-1-key-chain-retail,<p>This blue and yellow ribbon key chain has one blue and yellow ribbon charm and two blue and yellow crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Blue & Yellow Ribbon Key Chain,45.359237,999,'849228034448,"Blue & Yellow Ribbon Key Chain, Down Syndrome Awareness",This is a great blue and yellow ribbon key chain. Show your support for Down syndrome awareness with a blue and yellow keychain.,lb,
RE-K-B47-13,4,15.99,,green-ribbon-key-chain-1-key-chain-retail,<p>This green ribbon key chain has one green ribbon charm and two green crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Green Ribbon Key Chain,45.359237,500,'849228034462,"Green Ribbon Key Chain, Cerebral Palsy Awareness Jewelry",Our green ribbon key chain is perfect for anyone to show support for cerebral palsy or other green ribbon cause. The green ribbon awareness key chain also makes a thoughtful gift.,lb,
RE-K-B47-18,4,15.99,,burgundy-ribbon-key-chain-1-key-chain-retail,<p>This burgundy ribbon key chain has one burgundy ribbon charm and two burgundy crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Burgundy Ribbon Key Chain,45.359237,500,'849228035537,"Burgundy Ribbon Key Chain, Meningitis Awareness Jewelry",Our burgundy ribbon key chain is perfect for your meningitis awareness event. Carry a burgundy ribbon awareness key chain to show your support for meningitis awareness.,lb,
RE-K-B47-19,4,15.99,,lavender-ribbon-key-chain-1-key-chain-retail,<p>This lavender ribbon key chain has one lavender ribbon charm and two lavender crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Lavender Ribbon Key Chain,45.359237,999,'849228035636,"Lavender Ribbon Key Chain, Epilepsy Awareness Jewelry",Our lavender ribbon key chain is perfect for your epilepsy awareness event. Carry a lavender ribbon awareness key chain to show your support for epilepsy awareness.,lb,
RE-K-B47-6,3.5,8.99,,red-ribbon-key-chain-1-key-chain-retail,<p>This red ribbon key chain has one red ribbon charm and two red crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Red Ribbon Awareness Key Chain,45.359237,500,'849228034530,"Red Ribbon Key Chain Retail, Heart Disease Awareness Jewelry",This is a great red ribbon key chain to carry in support of HIV/AIDS awareness. The red ribbon awareness key chain also makes a thoughtful gift.,lb,
RE-K-B47-8,3.5,8.99,,dk-blue-ribbon-key-chain-1-key-chain-retail,<p>This dark blue ribbon key chain has one blue ribbon charm and two blue crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Dk Blue Ribbon Key Chain,45.359237,500,'849228034554,"Dark Blue Ribbon Key Chain, Arthritis Awareness Gifts",Our dark blue ribbon key chain is a perfect way to show your support for colon cancer awareness. The blue cancer ribbon also makes a thoughtful gift.,lb,
RE-K-B47-9,3.5,8.99,,lime-green-ribbon-key-chain-1-key-chain-retail,<p>This lime green ribbon key chain has one lime green ribbon charm and two lime green crystal charms on a horseshoe style key ring. Each sterling silver plated key chain is 1 1/2 inches in diameter.</p>,Title,Default Title,,,,,Lime Green Ribbon Key Chain,45.359237,0,'849228034561,"Lime Green Ribbon Key Chain, Lymphoma Awareness Jewelry",Our lime green ribbon key chain is perfect to carry to show your support for lymphoma awareness.,lb,
RE-K-C-P28-2,2.5,8.99,,autism-puzzle-piece-horseshoe-key-chain-1-autism-key-chain-retail-1,<p>This autism awareness key chain features a multicolored puzzle piece charm on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>,Title,Default Title,,,,,Autism Puzzle Piece Horseshoe Key Chain,45.359237,999,'8945091228969,Autism Puzzle Piece Horseshoe Key Chain Gift Shop,This wholesale Autism Puzzle Piece Horseshoe Key Chain is a multicolored puzzle piece charm on a horseshoe ring style key ring.,lb,
RE-K-CP35-28CV,2.5,8.99,,round-coronavirus-covid-19-awareness-key-chain-1-key-chain-retail,"<p>This coronavirus COVID-19 awareness key chain is a round silver charm with the words ""Coronavirus Awareness"" around the outside of the circle and a red and yellow ribbon in the middle on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 7/8 inch in diameter.</p>",Title,Default Title,,,,,Round Coronavirus (COVID-19) Awareness Key Chain,45.359237,500,'8945091232355,Round Coronavirus COVID-19 Awareness Key Chain,This Round Coronavirus COVID-19 Awareness Key Chain makes it easy to show your support for coronavirus relief awareness. Red and yellow ribbon awareness jewelry makes a thoughtful gift or keepsake.,lb,
